"ID","step","hours","exposure","retain","substrate","material","lstar","astar","bstar","YI","Haze","ftir.1250","ftir.1700","ftir.2900","ftir.3350","ftir.1250.wavenum","ftir.1700.wavenum","ftir.2900.wavenum","ftir.3350.wavenum","dose","doseType"
"sa22078.02",2,2048,"HF",2,"9013","TPU",96.73,-0.3,1.19,2.01,3.3,0.412951,0.428185,0.181992,0.0515666,1228.52,1713.22,2924.96,3312.72,NA,NA
"sa22080.14",2,2048,"HF",4,"9025","PET",95.86,-0.22,1.12,1.94,4.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"sa22069.03",2,2048,"HF",3,"9006","PET",95.8,-0.21,1.12,1.95,5.9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"sa22080.13",2,2048,"HF",3,"9025","PET",95.86,-0.22,1.11,1.94,4.6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"sa22080.12",2,2048,"HF",2,"9025","PET",95.87,-0.21,1.1,1.91,4.1,0.253443,0.198183,0.0249844,0.0193709,1239.71,1713.22,2910.04,3327.63,NA,NA
"sa22086.12",2,2048,"HF",2,"PURE","PET",95.25,-0.2,1.13,1.98,3,0.281304,0.231015,0.0292163,0.0234708,1239.71,1715.08,2908.18,3327.63,NA,NA
"sa22069.05",2,2048,"HF",4,"9006","PET",95.79,-0.21,1.14,1.99,5.7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"sa22075.05",2,2048,"HF",4,"9013","PET",95.85,-0.21,1.08,1.89,2.9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"sa22078.05",2,2048,"HF",4,"9013","TPU",96.81,-0.29,1.15,1.93,1.7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"sa22088.12",2,2048,"HF",2,"PURE","TPU",96.73,-0.36,1.55,2.63,2.7,0.416693,0.431902,0.184363,0.0543776,1228.52,1713.22,2924.96,3316.44,NA,NA
"sa22078.04",2,2048,"HF",4,"9013","TPU",96.77,-0.29,1.19,2.02,2.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"sa22075.02",2,2048,"HF",2,"9013","PET",95.84,-0.2,1.07,1.88,2.9,0.273799,0.219584,0.0278165,0.0223131,1239.71,1715.08,2908.18,3327.63,NA,NA
"sa22072.02",2,2048,"HF",2,"9006","TPU",96.85,-0.29,1.1,1.83,2.2,0.321456,0.528928,0.0945155,0.0386147,1228.52,1720.67,2923.09,3383.56,NA,NA
"sa22088.14",2,2048,"HF",4,"PURE","TPU",96.69,-0.29,1.24,2.11,3.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"sa22088.12",2,2048,"HF",2,"PURE","TPU",96.73,-0.36,1.55,2.63,2.7,0.416693,0.431902,0.184363,0.0543776,1228.52,1713.22,2924.96,3316.44,NA,NA
"sa22069.04",2,2048,"HF",4,"9006","PET",95.84,-0.21,1.15,2.01,4.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"sa22084.05",2,2048,"HF",4,"9025","TPU",96.79,-0.28,1.17,1.99,2.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"sa22069.02",2,2048,"HF",2,"9006","PET",95.79,-0.21,1.17,2.05,6.4,0.285611,0.223067,0.0280829,0.0223963,1239.71,1713.22,2908.18,3327.63,NA,NA
"sa22086.12",2,2048,"HF",2,"PURE","PET",95.25,-0.2,1.13,1.98,3,0.281304,0.231015,0.0292163,0.0234708,1239.71,1715.08,2908.18,3327.63,NA,NA
"sa22084.04",2,2048,"HF",4,"9025","TPU",96.88,-0.29,1.07,1.78,2.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"sa22080.15",2,2048,"HF",4,"9025","PET",95.82,-0.22,1.11,1.93,5.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"sa22075.02",2,2048,"HF",2,"9013","PET",95.84,-0.2,1.07,1.88,2.9,0.273799,0.219584,0.0278165,0.0223131,1239.71,1715.08,2908.18,3327.63,NA,NA
"sa22086.13",2,2048,"HF",3,"PURE","PET",95.23,-0.2,1.13,2,2.7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"sa22072.03",2,2048,"HF",3,"9006","TPU",96.76,-0.21,1.1,1.9,2.6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"sa22072.02",2,2048,"HF",2,"9006","TPU",96.85,-0.29,1.1,1.83,2.2,0.321456,0.528928,0.0945155,0.0386147,1228.52,1720.67,2923.09,3383.56,NA,NA
"sa22089.00",2,2048,"HF",4,"PURE","TPU",96.73,-0.31,1.24,2.08,3.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"sa22088.13",2,2048,"HF",3,"PURE","TPU",96.74,-0.34,1.37,2.32,2.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"sa22084.03",2,2048,"HF",3,"9025","TPU",96.88,-0.28,1.11,1.87,2.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"sa22086.14",3,4016,"HF",4,"PURE","PET",95.05,-0.21,1.09,1.92,3.3,0.211749,0.179847,0.0220041,0.0190872,1239.71,1716.94,2904.45,3342.54,NA,NA
"sa22080.14",3,4016,"HF",4,"9025","PET",95.55,-0.25,1.28,2.24,5,0.219604,0.180801,0.021583,0.0193492,1239.71,1716.94,2904.45,3357.46,NA,NA
"sa22075.04",3,4016,"HF",4,"9013","PET",95.51,-0.25,1.33,2.32,3.4,0.294795,0.235895,0.0269025,0.0234302,1239.71,1716.94,2904.45,3357.46,NA,NA
"sa22075.03",3,4016,"HF",3,"9013","PET",95.53,-0.25,1.32,2.3,4,0.256699,0.192515,0.0218751,0.019512,1239.71,1716.94,2893.27,3364.91,NA,NA
"sa22069.03",3,4016,"HF",3,"9006","PET",95.45,-0.27,1.42,2.48,6.1,0.335533,0.283012,0.0329263,0.0283335,1241.57,1716.94,2906.32,3331.36,NA,NA
"sa22069.05",3,4016,"HF",4,"9006","PET",95.55,-0.25,1.26,2.19,4.8,0.1798,0.134766,0.0162175,0.0152643,1237.84,1716.94,2870.9,3372.37,NA,NA
"sa22087.00",3,4016,"HF",4,"PURE","PET",95.05,-0.22,1.13,1.97,3.8,0.175643,0.149945,0.0186299,0.0162348,1239.71,1716.94,2906.32,3357.46,NA,NA
"sa22086.13",3,4016,"HF",3,"PURE","PET",94.99,-0.21,1.13,1.98,3.3,0.194387,0.168988,0.0205846,0.0179919,1239.71,1716.94,2904.45,3372.37,NA,NA
"sa22069.04",3,4016,"HF",4,"9006","PET",95.56,-0.24,1.24,2.16,4.3,0.315209,0.252832,0.0300231,0.0253943,1239.71,1716.94,2904.45,3346.27,NA,NA
"sa22075.05",3,4016,"HF",4,"9013","PET",95.5,-0.25,1.34,2.34,4.8,0.161806,0.144426,0.018772,0.0172357,1239.71,1716.94,2906.32,3357.46,NA,NA
"sa22080.15",3,4016,"HF",4,"9025","PET",95.47,-0.24,1.23,2.15,5.7,0.232281,0.193389,0.0230725,0.0201819,1239.71,1716.94,2904.45,3331.36,NA,NA
"sa22086.14",4,6608,"HF",4,"PURE","PET",94.97,-0.21,1.12,1.96,2.9,0.374411,0.316354,0.0436387,0.0348833,1213.61,1733.72,NA,NA,NA,NA
"sa22087.00",4,6608,"HF",4,"PURE","PET",95,-0.21,1.16,2.05,4.2,0.339946,0.285351,0.0373211,0.029994,1213.61,1735.59,NA,NA,NA,NA
"sa22080.15",4,6608,"HF",4,"9025","PET",95.29,-0.21,1.39,2.47,7.3,0.117691,0.0936263,0.0249062,0.0145675,1213.61,1737.45,NA,NA,NA,NA
"sa22080.14",4,6608,"HF",4,"9025","PET",95.26,-0.24,1.81,3.25,6.2,0.0805693,0.0663181,0.0159904,0.00850028,1213.61,1737.45,NA,NA,NA,NA
"sa22069.05",4,6608,"HF",4,"9006","PET",95.11,-0.23,1.8,3.24,5.9,0.171767,0.163712,0.0392394,0.0245683,1213.61,1737.45,NA,NA,NA,NA
"sa22075.05",4,6608,"HF",4,"9013","PET",95.48,-0.25,1.42,2.49,3.9,0.103747,0.0794776,0.0199267,0.0142032,1213.61,1737.45,NA,NA,NA,NA
"sa22075.04",4,6608,"HF",4,"9013","PET",95.31,-0.24,1.54,2.73,4.9,0.0908893,0.0623766,0.0163118,0.0113249,1213.61,1737.45,NA,NA,NA,NA
"sa22074.05",0,0,"mASTMG154",4,"9013","PET",95.84,-0.19,0.96,1.67,1,NA,NA,NA,NA,NA,NA,NA,NA,0,"uva340"
"sa22086.03",0,0,"mASTMG154",3,"PURE","PET",95.1,-0.16,1.02,1.81,1.2,NA,NA,NA,NA,NA,NA,NA,NA,0,"uva340"
"sa22074.02",0,0,"mASTMG154",2,"9013","PET",95.81,-0.17,0.95,1.66,1.5,NA,NA,NA,NA,NA,NA,NA,NA,0,"uva340"
"sa22074.01",0,0,"mASTMG154",1,"9013","PET",95.8,-0.17,0.96,1.68,2.2,NA,NA,NA,NA,NA,NA,NA,NA,0,"uva340"
"sa22068.03",0,0,"mASTMG154",3,"9006","PET",95.82,-0.19,0.95,1.65,2.1,NA,NA,NA,NA,NA,NA,NA,NA,0,"uva340"
"sa22077.03",0,0,"mASTMG154",3,"9013","TPU",96.77,-0.05,0.39,0.69,2.7,NA,NA,NA,NA,NA,NA,NA,NA,0,"uva340"
"sa22083.04",0,0,"mASTMG154",4,"9025","TPU",96.75,-0.03,0.37,0.65,3.7,NA,NA,NA,NA,NA,NA,NA,NA,0,"uva340"
"sa22068.04",0,0,"mASTMG154",4,"9006","PET",95.82,-0.17,0.94,1.65,1.7,NA,NA,NA,NA,NA,NA,NA,NA,0,"uva340"
"sa22088.05",0,0,"mASTMG154",4,"PURE","TPU",96.72,-0.02,0.33,0.58,4.2,NA,NA,NA,NA,NA,NA,NA,NA,0,"uva340"
"sa22086.04",0,0,"mASTMG154",4,"PURE","PET",95.06,-0.17,1.04,1.85,1.2,NA,NA,NA,NA,NA,NA,NA,NA,0,"uva340"
"sa22086.05",0,0,"mASTMG154",4,"PURE","PET",95.07,-0.16,1.03,1.84,1.1,NA,NA,NA,NA,NA,NA,NA,NA,0,"uva340"
"sa22071.03",0,0,"mASTMG154",3,"9006","TPU",96.74,-0.04,0.33,0.57,3,NA,NA,NA,NA,NA,NA,NA,NA,0,"uva340"
"sa22083.03",0,0,"mASTMG154",3,"9025","TPU",96.8,-0.03,0.33,0.59,1.4,NA,NA,NA,NA,NA,NA,NA,NA,0,"uva340"
"sa22074.04",0,0,"mASTMG154",4,"9013","PET",95.84,-0.18,0.96,1.68,1.6,NA,NA,NA,NA,NA,NA,NA,NA,0,"uva340"
"sa22068.02",0,0,"mASTMG154",2,"9006","PET",95.78,-0.17,0.96,1.68,2.2,NA,NA,NA,NA,NA,NA,NA,NA,0,"uva340"
"sa22086.02",0,0,"mASTMG154",2,"PURE","PET",95.05,-0.17,1.05,1.86,1.2,NA,NA,NA,NA,NA,NA,NA,NA,0,"uva340"
"sa22080.02",0,0,"mASTMG154",2,"9025","PET",95.8,-0.17,0.94,1.65,1.9,NA,NA,NA,NA,NA,NA,NA,NA,0,"uva340"
"sa22077.04",0,0,"mASTMG154",4,"9013","TPU",96.78,-0.04,0.36,0.62,1.8,NA,NA,NA,NA,NA,NA,NA,NA,0,"uva340"
"sa22080.04",0,0,"mASTMG154",4,"9025","PET",95.83,-0.18,0.95,1.66,1.4,NA,NA,NA,NA,NA,NA,NA,NA,0,"uva340"
"sa22074.03",0,0,"mASTMG154",3,"9013","PET",95.78,-0.18,0.96,1.68,1.1,NA,NA,NA,NA,NA,NA,NA,NA,0,"uva340"
"sa22083.01",0,0,"mASTMG154",1,"9025","TPU",96.78,-0.04,0.35,0.61,2.2,NA,NA,NA,NA,NA,NA,NA,NA,0,"uva340"
"sa22088.02",0,0,"mASTMG154",2,"PURE","TPU",96.76,-0.02,0.32,0.58,2.3,NA,NA,NA,NA,NA,NA,NA,NA,0,"uva340"
"sa22068.05",0,0,"mASTMG154",4,"9006","PET",95.79,-0.17,0.94,1.64,1.5,NA,NA,NA,NA,NA,NA,NA,NA,0,"uva340"
"sa22077.01",0,0,"mASTMG154",1,"9013","TPU",96.74,-0.04,0.37,0.64,3.9,NA,NA,NA,NA,NA,NA,NA,NA,0,"uva340"
"sa22077.02",0,0,"mASTMG154",2,"9013","TPU",96.76,-0.08,0.34,0.57,3,NA,NA,NA,NA,NA,NA,NA,NA,0,"uva340"
"sa22088.04",0,0,"mASTMG154",4,"PURE","TPU",96.81,-0.03,0.33,0.58,1.8,NA,NA,NA,NA,NA,NA,NA,NA,0,"uva340"
"sa22083.05",0,0,"mASTMG154",4,"9025","TPU",96.8,-0.04,0.37,0.65,2.8,NA,NA,NA,NA,NA,NA,NA,NA,0,"uva340"
"sa22080.05",0,0,"mASTMG154",5,"9025","PET",95.8,-0.19,0.96,1.67,1.3,NA,NA,NA,NA,NA,NA,NA,NA,0,"uva340"
"sa22071.02",0,0,"mASTMG154",2,"9006","TPU",96.78,-0.03,0.33,0.58,3.1,NA,NA,NA,NA,NA,NA,NA,NA,0,"uva340"
"sa22080.01",0,0,"mASTMG154",1,"9025","PET",95.79,-0.18,0.94,1.64,1.8,NA,NA,NA,NA,NA,NA,NA,NA,0,"uva340"
"sa22086.01",0,0,"mASTMG154",1,"PURE","PET",95.06,-0.17,1.03,1.83,1.2,NA,NA,NA,NA,NA,NA,NA,NA,0,"uva340"
"sa22071.04",0,0,"mASTMG154",4,"9006","TPU",96.71,-0.03,0.36,0.63,2.9,NA,NA,NA,NA,NA,NA,NA,NA,0,"uva340"
"sa22083.02",0,0,"mASTMG154",2,"9025","TPU",96.75,-0.02,0.36,0.65,4.4,NA,NA,NA,NA,NA,NA,NA,NA,0,"uva340"
"sa22088.03",0,0,"mASTMG154",3,"PURE","TPU",96.82,-0.03,0.3,0.54,1.5,NA,NA,NA,NA,NA,NA,NA,NA,0,"uva340"
"sa22068.01",0,0,"mASTMG154",1,"9006","PET",95.81,-0.17,0.95,1.67,2.1,NA,NA,NA,NA,NA,NA,NA,NA,0,"uva340"
"sa22071.01",0,0,"mASTMG154",1,"9006","TPU",96.7,-0.03,0.34,0.61,2.9,NA,NA,NA,NA,NA,NA,NA,NA,0,"uva340"
"sa22071.05",0,0,"mASTMG154",4,"9006","TPU",96.67,-0.04,0.34,0.59,3.3,NA,NA,NA,NA,NA,NA,NA,NA,0,"uva340"
"sa22088.01",0,0,"mASTMG154",1,"PURE","TPU",96.74,-0.04,0.35,0.6,2.3,NA,NA,NA,NA,NA,NA,NA,NA,0,"uva340"
"sa22077.02",1,976,"mASTMG154",2,"9013","TPU",96.38,-0.17,1.07,1.87,4.2,NA,NA,NA,NA,NA,NA,NA,NA,213.1096,"uva340"
"sa22077.04",1,976,"mASTMG154",4,"9013","TPU",96.51,-0.11,1.01,1.82,1.8,NA,NA,NA,NA,NA,NA,NA,NA,213.1096,"uva340"
"sa22086.04",1,976,"mASTMG154",4,"PURE","PET",95.2,-0.49,2,3.42,1.1,NA,NA,NA,NA,NA,NA,NA,NA,213.1096,"uva340"
"sa22080.03",1,976,"mASTMG154",3,"9025","PET",95.63,-0.54,1.95,3.28,2.2,NA,NA,NA,NA,NA,NA,NA,NA,213.1096,"uva340"
"sa22086.03",1,976,"mASTMG154",3,"PURE","PET",95.21,-0.48,2,3.43,2.1,NA,NA,NA,NA,NA,NA,NA,NA,213.1096,"uva340"
"sa22074.02",1,976,"mASTMG154",2,"9013","PET",95.61,-0.52,2.02,3.43,1.7,NA,NA,NA,NA,NA,NA,NA,NA,213.1096,"uva340"
"sa22071.03",1,976,"mASTMG154",3,"9006","TPU",96.59,-0.05,0.83,1.52,1.8,NA,NA,NA,NA,NA,NA,NA,NA,213.1096,"uva340"
"sa22086.05",1,976,"mASTMG154",4,"PURE","PET",95.21,-0.48,1.95,3.34,1.1,NA,NA,NA,NA,NA,NA,NA,NA,213.1096,"uva340"
"sa22088.02",1,976,"mASTMG154",2,"PURE","TPU",96.64,-0.03,0.67,1.24,2,NA,NA,NA,NA,NA,NA,NA,NA,213.1096,"uva340"
"sa22083.04",1,976,"mASTMG154",4,"9025","TPU",96.51,-0.08,0.91,1.65,2.8,NA,NA,NA,NA,NA,NA,NA,NA,213.1096,"uva340"
"sa22077.05",1,976,"mASTMG154",4,"9013","TPU",96.55,-0.1,0.84,1.5,2.5,NA,NA,NA,NA,NA,NA,NA,NA,213.1096,"uva340"
"sa22088.04",1,976,"mASTMG154",4,"PURE","TPU",96.58,-0.06,0.86,1.56,2.1,NA,NA,NA,NA,NA,NA,NA,NA,213.1096,"uva340"
"sa22074.04",1,976,"mASTMG154",4,"9013","PET",95.59,-0.54,2,3.38,1.6,NA,NA,NA,NA,NA,NA,NA,NA,213.1096,"uva340"
"sa22074.05",1,976,"mASTMG154",4,"9013","PET",95.68,-0.52,1.97,3.32,1,NA,NA,NA,NA,NA,NA,NA,NA,213.1096,"uva340"
"sa22083.03",1,976,"mASTMG154",3,"9025","TPU",96.55,-0.08,0.95,1.73,2.1,NA,NA,NA,NA,NA,NA,NA,NA,213.1096,"uva340"
"sa22068.04",1,976,"mASTMG154",4,"9006","PET",95.71,-0.53,1.95,3.28,2,NA,NA,NA,NA,NA,NA,NA,NA,213.1096,"uva340"
"sa22068.05",1,976,"mASTMG154",4,"9006","PET",95.63,-0.53,1.98,3.33,2.3,NA,NA,NA,NA,NA,NA,NA,NA,213.1096,"uva340"
"sa22080.04",1,976,"mASTMG154",4,"9025","PET",95.64,-0.52,1.92,3.22,1.7,NA,NA,NA,NA,NA,NA,NA,NA,213.1096,"uva340"
"sa22074.01",1,976,"mASTMG154",1,"9013","PET",95.67,-0.53,2.03,3.42,1.4,0.114135,0.118498,0.0159024,0.0124391,1213.61,1716.94,2917.5,3387.28,213.1096,"uva340"
"sa22080.02",1,976,"mASTMG154",2,"9025","PET",95.64,-0.48,1.82,3.08,1.7,NA,NA,NA,NA,NA,NA,NA,NA,213.1096,"uva340"
"sa22088.05",1,976,"mASTMG154",4,"PURE","TPU",96.62,-0.04,0.8,1.46,2.4,NA,NA,NA,NA,NA,NA,NA,NA,213.1096,"uva340"
"sa22088.03",1,976,"mASTMG154",3,"PURE","TPU",96.64,-0.04,0.71,1.31,1.7,NA,NA,NA,NA,NA,NA,NA,NA,213.1096,"uva340"
"sa22074.03",1,976,"mASTMG154",3,"9013","PET",95.67,-0.51,1.91,3.23,1.3,NA,NA,NA,NA,NA,NA,NA,NA,213.1096,"uva340"
"sa22083.05",1,976,"mASTMG154",4,"9025","TPU",96.52,-0.08,0.85,1.53,2.8,NA,NA,NA,NA,NA,NA,NA,NA,213.1096,"uva340"
"sa22071.02",1,976,"mASTMG154",2,"9006","TPU",96.66,-0.04,0.8,1.46,2,NA,NA,NA,NA,NA,NA,NA,NA,213.1096,"uva340"
"sa22071.04",1,976,"mASTMG154",4,"9006","TPU",96.51,-0.05,0.71,1.29,2.3,NA,NA,NA,NA,NA,NA,NA,NA,213.1096,"uva340"
"sa22068.02",1,976,"mASTMG154",2,"9006","PET",95.75,-0.56,2.03,3.41,2.8,NA,NA,NA,NA,NA,NA,NA,NA,213.1096,"uva340"
"sa22077.03",1,976,"mASTMG154",3,"9013","TPU",96.48,-0.01,1.13,2.11,2.8,NA,NA,NA,NA,NA,NA,NA,NA,213.1096,"uva340"
"sa22083.01",1,976,"mASTMG154",1,"9025","TPU",96.59,-0.07,0.96,1.74,1.9,0.360199,0.416675,0.121458,0.0543375,1226.66,1716.94,2924.96,3363.05,213.1096,"uva340"
"sa22071.01",1,976,"mASTMG154",1,"9006","TPU",96.51,-0.03,0.74,1.37,2.9,0.379037,0.468659,0.110887,0.0643417,1224.79,1718.81,2924.96,3361.19,213.1096,"uva340"
"sa22083.02",1,976,"mASTMG154",2,"9025","TPU",96.61,-0.08,0.97,1.75,1.2,NA,NA,NA,NA,NA,NA,NA,NA,213.1096,"uva340"
"sa22080.05",1,976,"mASTMG154",5,"9025","PET",95.72,-0.53,1.97,3.32,2,NA,NA,NA,NA,NA,NA,NA,NA,213.1096,"uva340"
"sa22080.01",1,976,"mASTMG154",1,"9025","PET",95.69,-0.48,1.84,3.12,1.6,0.136036,0.124631,0.0218549,0.0150171,1213.61,1716.94,2924.96,3342.54,213.1096,"uva340"
"sa22086.02",1,976,"mASTMG154",2,"PURE","PET",95.18,-0.48,1.98,3.4,1.7,NA,NA,NA,NA,NA,NA,NA,NA,213.1096,"uva340"
"sa22068.01",1,976,"mASTMG154",1,"9006","PET",95.65,-0.55,1.98,3.32,1.9,0.0969965,0.103862,0.0150733,0.012195,1213.61,1716.94,2917.5,3335.09,213.1096,"uva340"
"sa22068.03",1,976,"mASTMG154",3,"9006","PET",95.7,-0.51,1.93,3.26,2.1,NA,NA,NA,NA,NA,NA,NA,NA,213.1096,"uva340"
"sa22086.01",1,976,"mASTMG154",1,"PURE","PET",95.2,-0.49,1.97,3.37,1.2,0.194964,0.157417,0.0353983,0.0224628,1239.71,1683.39,2917.5,3335.09,213.1096,"uva340"
"sa22071.05",1,976,"mASTMG154",4,"9006","TPU",96.53,-0.05,0.91,1.66,2.1,NA,NA,NA,NA,NA,NA,NA,NA,213.1096,"uva340"
"sa22068.04",2,2063,"mASTMG154",4,"9006","PET",95.56,-0.62,2.39,4.05,2.7,NA,NA,NA,NA,NA,NA,NA,NA,450.45605,"uva340"
"sa22086.04",2,2063,"mASTMG154",4,"PURE","PET",94.82,-0.6,2.59,4.46,9.7,NA,NA,NA,NA,NA,NA,NA,NA,450.45605,"uva340"
"sa22074.03",2,2063,"mASTMG154",3,"9013","PET",95.63,-0.61,2.33,3.93,1.7,NA,NA,NA,NA,NA,NA,NA,NA,450.45605,"uva340"
"sa22071.03",2,2063,"mASTMG154",3,"9006","TPU",96.59,-0.01,0.54,0.99,2.8,NA,NA,NA,NA,NA,NA,NA,NA,450.45605,"uva340"
"sa22074.04",2,2063,"mASTMG154",4,"9013","PET",95.51,-0.7,2.78,4.71,1.8,NA,NA,NA,NA,NA,NA,NA,NA,450.45605,"uva340"
"sa22080.04",2,2063,"mASTMG154",4,"9025","PET",95.6,-0.62,2.41,4.08,2,NA,NA,NA,NA,NA,NA,NA,NA,450.45605,"uva340"
"sa22083.02",2,2063,"mASTMG154",2,"9025","TPU",96.61,-0.09,0.96,1.74,1.7,0.37236,0.482203,0.0977536,0.0694457,1217.33,1718.81,2924.96,3364.91,450.45605,"uva340"
"sa22086.05",2,2063,"mASTMG154",4,"PURE","PET",95.12,-0.58,2.36,4.04,3.6,NA,NA,NA,NA,NA,NA,NA,NA,450.45605,"uva340"
"sa22088.04",2,2063,"mASTMG154",4,"PURE","TPU",96.6,-0.01,0.64,1.18,3.4,NA,NA,NA,NA,NA,NA,NA,NA,450.45605,"uva340"
"sa22068.02",2,2063,"mASTMG154",2,"9006","PET",95.71,-0.69,2.43,4.07,4.4,0.0944512,0.0962162,0.0126458,0.0101301,1213.61,1715.08,2938.01,3383.56,450.45605,"uva340"
"sa22086.03",2,2063,"mASTMG154",3,"PURE","PET",94.93,-0.6,2.49,4.28,6.5,NA,NA,NA,NA,NA,NA,NA,NA,450.45605,"uva340"
"sa22080.02",2,2063,"mASTMG154",2,"9025","PET",95.48,-0.62,2.32,3.91,4.3,0.119566,0.0971913,0.0232889,0.0128939,1213.61,1715.08,2917.5,3340.68,450.45605,"uva340"
"sa22074.05",2,2063,"mASTMG154",4,"9013","PET",95.37,-0.66,2.56,4.34,3.7,NA,NA,NA,NA,NA,NA,NA,NA,450.45605,"uva340"
"sa22083.05",2,2063,"mASTMG154",4,"9025","TPU",96.51,-0.08,0.99,1.81,3.1,NA,NA,NA,NA,NA,NA,NA,NA,450.45605,"uva340"
"sa22083.02",2,2063,"mASTMG154",2,"9025","TPU",96.61,-0.09,0.96,1.74,1.7,0.37236,0.482203,0.0977536,0.0694457,1217.33,1718.81,2924.96,3364.91,450.45605,"uva340"
"sa22080.02",2,2063,"mASTMG154",2,"9025","PET",95.48,-0.62,2.32,3.91,4.3,0.119566,0.0971913,0.0232889,0.0128939,1213.61,1715.08,2917.5,3340.68,450.45605,"uva340"
"sa22077.04",2,2063,"mASTMG154",4,"9013","TPU",96.55,-0.08,0.95,1.72,4.1,NA,NA,NA,NA,NA,NA,NA,NA,450.45605,"uva340"
"sa22077.02",2,2063,"mASTMG154",2,"9013","TPU",96.42,-0.2,1.55,2.76,4.8,0.382957,0.514488,0.0815611,0.0785928,1213.61,1716.94,2919.37,3364.91,450.45605,"uva340"
"sa22083.03",2,2063,"mASTMG154",3,"9025","TPU",96.61,-0.03,0.74,1.35,2.9,NA,NA,NA,NA,NA,NA,NA,NA,450.45605,"uva340"
"sa22088.02",2,2063,"mASTMG154",2,"PURE","TPU",96.57,-0.02,0.55,1.02,3.3,0.406935,0.407103,0.173503,0.0470569,1226.66,1715.08,2924.96,3327.63,450.45605,"uva340"
"sa22088.02",2,2063,"mASTMG154",2,"PURE","TPU",96.57,-0.02,0.55,1.02,3.3,0.406935,0.407103,0.173503,0.0470569,1226.66,1715.08,2924.96,3327.63,450.45605,"uva340"
"sa22068.02",2,2063,"mASTMG154",2,"9006","PET",95.71,-0.69,2.43,4.07,4.4,0.0944512,0.0962162,0.0126458,0.0101301,1213.61,1715.08,2938.01,3383.56,450.45605,"uva340"
"sa22083.04",2,2063,"mASTMG154",4,"9025","TPU",96.61,-0.09,0.88,1.58,3,NA,NA,NA,NA,NA,NA,NA,NA,450.45605,"uva340"
"sa22077.05",2,2063,"mASTMG154",4,"9013","TPU",96.55,-0.09,1.02,1.85,2.5,NA,NA,NA,NA,NA,NA,NA,NA,450.45605,"uva340"
"sa22068.03",2,2063,"mASTMG154",3,"9006","PET",95.3,-0.66,2.49,4.22,4.1,NA,NA,NA,NA,NA,NA,NA,NA,450.45605,"uva340"
"sa22068.05",2,2063,"mASTMG154",4,"9006","PET",95.56,-0.62,2.4,4.07,2.4,NA,NA,NA,NA,NA,NA,NA,NA,450.45605,"uva340"
"sa22077.03",2,2063,"mASTMG154",3,"9013","TPU",96.48,-0.13,1.08,1.92,4,NA,NA,NA,NA,NA,NA,NA,NA,450.45605,"uva340"
"sa22077.02",2,2063,"mASTMG154",2,"9013","TPU",96.42,-0.2,1.55,2.76,4.8,0.382957,0.514488,0.0815611,0.0785928,1213.61,1716.94,2919.37,3364.91,450.45605,"uva340"
"sa22088.05",2,2063,"mASTMG154",4,"PURE","TPU",96.61,-0.02,0.67,1.23,3.3,NA,NA,NA,NA,NA,NA,NA,NA,450.45605,"uva340"
"sa22088.03",2,2063,"mASTMG154",3,"PURE","TPU",96.57,-0.01,0.5,0.91,3.5,NA,NA,NA,NA,NA,NA,NA,NA,450.45605,"uva340"
"sa22071.05",2,2063,"mASTMG154",4,"9006","TPU",96.55,-0.02,0.62,1.14,3.4,NA,NA,NA,NA,NA,NA,NA,NA,450.45605,"uva340"
"sa22080.05",2,2063,"mASTMG154",5,"9025","PET",95.59,-0.63,2.35,3.97,2.8,NA,NA,NA,NA,NA,NA,NA,NA,450.45605,"uva340"
"sa22071.04",2,2063,"mASTMG154",4,"9006","TPU",96.52,-0.02,0.46,0.85,4,NA,NA,NA,NA,NA,NA,NA,NA,450.45605,"uva340"
"sa22068.03",3,4070,"mASTMG154",3,"9006","PET",95.15,-0.74,2.97,5.06,10.4,0.0933351,0.0833242,0.0146087,0.012913,1213.61,1716.94,2936.14,3342.54,888.6845,"uva340"
"sa22074.03",3,4070,"mASTMG154",3,"9013","PET",94.98,-0.74,3.32,5.71,11.5,0.118346,0.112187,0.0148435,0.0138254,1213.61,1716.94,2938.01,3336.95,888.6845,"uva340"
